Blocks: '[-30:65:-20:1:4, -29:65:-20:1:4, -28:65:-20:1:4, -31:65:-19:1:4, -30:65:-19:1:4,
  -29:65:-19:1:4, -28:65:-19:1:4, -27:65:-19:1:4, -32:65:-18:1:4, -31:65:-18:1:4,
  -30:65:-18:1:4, -29:65:-18:1:4, -28:65:-18:1:4, -27:65:-18:1:4, -26:65:-18:1:4,
  -32:65:-17:1:4, -31:65:-17:1:4, -30:65:-17:1:4, -29:65:-17:1:4, -28:65:-17:1:4,
  -27:65:-17:1:4, -26:65:-17:1:4, -32:65:-16:1:4, -31:65:-16:1:4, -30:65:-16:1:4,
  -29:65:-16:1:4, -28:65:-16:1:4, -27:65:-16:1:4, -26:65:-16:1:4, -31:65:-15:1:4,
  -30:65:-15:1:4, -29:65:-15:1:4, -28:65:-15:1:4, -27:65:-15:1:4, -30:65:-14:1:4,
  -26:76:-15:9:8, -25:76:-15:9:8, -24:76:-15:9:8, -23:76:-15:1, -5:76:-15:1, -2:76:-15:18,
  -1:76:-15:18, 0:76:-15:18, 1:76:-15:18, 2:76:-15:18, 7:76:-15:20, -35:76:-14:20,
  -34:76:-14:9:8, -33:76:-14:9:8, -32:76:-14:9:8, -31:76:-14:9:8, -30:76:-14:9:8,
  -29:76:-14:9:8, -28:76:-14:9:8, -27:76:-14:9:8, -26:76:-14:9:8, -25:76:-14:9:8,
  -24:76:-14:9:8, -23:76:-14:20, -5:76:-14:20, -2:76:-14:18, -1:76:-14:18, 0:76:-14:18,
  1:76:-14:18, 2:76:-14:18, 7:76:-14:20, -35:76:-13:20, -34:76:-13:9:8, -33:76:-13:9:8,
  -32:76:-13:9:8, -31:76:-13:9:8, -30:76:-13:9:8, -29:76:-13:9:8, -28:76:-13:9:8,
  -27:76:-13:9:8, -26:76:-13:9:8, -25:76:-13:9:8, -24:76:-13:9:8, -23:76:-13:20, -5:76:-13:20,
  -1:76:-13:18, 0:76:-13:18, 1:76:-13:18, 7:76:-13:20, -34:76:-12:1, -33:76:-12:9:8,
  -32:76:-12:9:8, -31:76:-12:9:8, -30:76:-12:9:8, -29:76:-12:9:8, -28:76:-12:9:8,
  -27:76:-12:9:8, -26:76:-12:9:8, -25:76:-12:9:8, -24:76:-12:1, -4:76:-12:1, 6:76:-12:1,
  -33:76:-11:20, -32:76:-11:20, -31:76:-11:1, -30:76:-11:107:4, -29:76:-11:107:4,
  -28:76:-11:107:4, -27:76:-11:1, -26:76:-11:20, -25:76:-11:20, -3:76:-11:20, -2:76:-11:20,
  -1:76:-11:1, 3:76:-11:1, 4:76:-11:20, 5:76:-11:20, -16:76:-4:44, -15:76:-4:44:8,
  -14:76:-4:44:8, -13:76:-4:44:8, -12:76:-4:44, -16:76:-3:44:8, -12:76:-3:44:8, -16:76:-2:44:8,
  -12:76:-2:44:8, -16:76:-1:44:8, -12:76:-1:44:8, -16:76:0:44, -15:76:0:44:8, -14:76:0:44:8,
  -13:76:0:44:8, -12:76:0:44, -33:76:7:20, -32:76:7:20, -31:76:7:1, -27:76:7:1, -26:76:7:20,
  -25:76:7:20, -3:76:7:20, -2:76:7:20, -1:76:7:1, 3:76:7:1, 4:76:7:20, 5:76:7:20,
  -34:76:8:1, -24:76:8:1, -4:76:8:1, 6:76:8:1, -35:76:9:20, -31:76:9:87, -30:76:9:87,
  -26:76:9:88, -23:76:9:20, -5:76:9:20, 7:76:9:20, -35:76:10:20, -33:76:10:87, -32:76:10:87,
  -31:76:10:87, -30:76:10:87, -27:76:10:88, -26:76:10:88, -23:76:10:20, -5:76:10:20,
  7:76:10:20, -35:76:11:20, -33:76:11:87, -32:76:11:87, -28:76:11:11:2, -27:76:11:11,
  -26:76:11:87, -23:76:11:1, -5:76:11:1, 7:76:11:20, -35:76:12:20, -33:76:12:87, -32:76:12:87,
  -27:76:12:87, 3:76:12:121, 4:76:12:121, 5:76:12:121, 7:76:12:20, -35:76:13:1, -31:76:13:11:10,
  4:76:13:121, 5:76:13:121, 7:76:13:1, -35:76:14:20, 2:76:14:121, 3:76:14:121, 4:76:14:121,
  7:76:14:20, -35:76:15:20, -23:76:15:1, -5:76:15:1, 2:76:15:121, 3:76:15:121, 4:76:15:121,
  7:76:15:20, -35:76:16:20, -23:76:16:20, -5:76:16:20, 7:76:16:20, -35:76:17:20, -23:76:17:20,
  -5:76:17:20, 7:76:17:20, -34:76:18:1, -24:76:18:1, -4:76:18:1, 6:76:18:1, -33:76:19:20,
  -32:76:19:20, -31:76:19:20, -30:76:19:20, -29:76:19:1, -28:76:19:20, -27:76:19:20,
  -26:76:19:20, -25:76:19:20, -3:76:19:20, -2:76:19:20, -1:76:19:20, 0:76:19:20, 1:76:19:1,
  2:76:19:20, 3:76:19:20, 4:76:19:20, 5:76:19:20, -33:77:-23:20, -32:77:-23:20, -31:77:-23:20,
  -30:77:-23:20, -29:77:-23:1, -28:77:-23:20, -27:77:-23:20, -26:77:-23:20, -25:77:-23:20,
  -3:77:-23:20, -2:77:-23:20, -1:77:-23:20, 0:77:-23:20, 1:77:-23:1, 2:77:-23:20,
  3:77:-23:20, 4:77:-23:20, 5:77:-23:20, -34:77:-22:1, -33:77:-22:9:8, -32:77:-22:9:8,
  -31:77:-22:9:8, -30:77:-22:9:8, -29:77:-22:9:8, -28:77:-22:9:8, -27:77:-22:9:8,
  -26:77:-22:9:8, -25:77:-22:9:8, -24:77:-22:1, -4:77:-22:1, -2:77:-22:18, -1:77:-22:18,
  0:77:-22:18, 6:77:-22:1, -35:77:-21:20, -34:77:-21:9:8, -33:77:-21:9:8, -32:77:-21:9:8,
  -31:77:-21:9:8, -30:77:-21:9:8, -29:77:-21:9:8, -28:77:-21:9:8, -27:77:-21:9:8,
  -26:77:-21:9:8, -25:77:-21:9:8, -24:77:-21:9:8, -23:77:-21:20, -5:77:-21:20, -3:77:-21:18,
  -2:77:-21:18, -1:77:-21:18, 0:77:-21:18, 1:77:-21:18, 2:77:-21:18, 3:77:-21:18,
  4:77:-21:18, 7:77:-21:20, -35:77:-20:20, -34:77:-20:9:8, -33:77:-20:9:8, -32:77:-20:9:8,
  -31:77:-20:9:8, -30:77:-20:9:8, -29:77:-20:9:8, -28:77:-20:9:8, -27:77:-20:9:8,
  -26:77:-20:9:8, -25:77:-20:9:8, -24:77:-20:9:8, -23:77:-20:20, -5:77:-20:20, -3:77:-20:18,
  -2:77:-20:18, -1:77:-20:18, 0:77:-20:18, 1:77:-20:18, 2:77:-20:17:8, 3:77:-20:18,
  4:77:-20:18, 5:77:-20:18, 7:77:-20:20, -35:77:-19:20, -34:77:-19:9:8, -33:77:-19:9:8,
  -32:77:-19:9:8, -31:77:-19:9:8, -30:77:-19:9:8, -29:77:-19:9:8, -28:77:-19:9:8,
  -27:77:-19:9:8, -26:77:-19:9:8, -25:77:-19:9:8, -24:77:-19:9:8, -23:77:-19:20, -5:77:-19:20,
  -3:77:-19:18, -2:77:-19:18, -1:77:-19:18, 0:77:-19:18, 1:77:-19:18, 2:77:-19:17:8,
  3:77:-19:18, 4:77:-19:18, 5:77:-19:18, 7:77:-19:20, -35:77:-18:20, -34:77:-18:9:8,
  -33:77:-18:9:8, -32:77:-18:9:8, -31:77:-18:9:8, -30:77:-18:9:8, -29:77:-18:9:8,
  -28:77:-18:9:8, -27:77:-18:9:8, -26:77:-18:9:8, -25:77:-18:9:8, -24:77:-18:9:8,
  -23:77:-18:1, -5:77:-18:1, -2:77:-18:18, -1:77:-18:18, 0:77:-18:18, 1:77:-18:17:8,
  2:77:-18:18, 3:77:-18:18, 4:77:-18:18, 5:77:-18:18, 7:77:-18:20, -35:77:-17:1, -34:77:-17:9:8,
  -33:77:-17:9:8, -32:77:-17:9:8, -31:77:-17:9:8, -30:77:-17:9:8, -29:77:-17:9:8,
  -28:77:-17:9:8, -27:77:-17:9:8, -26:77:-17:9:8, -25:77:-17:9:8, -24:77:-17:9:8,
  -23:77:-17:107:7, -3:77:-17:18, -2:77:-17:17:4, -1:77:-17:18, 0:77:-17:18, 1:77:-17:17,
  2:77:-17:18, 3:77:-17:18, 4:77:-17:18, 7:77:-17:1, -35:77:-16:20, -34:77:-16:9:8,
  -33:77:-16:9:8, -32:77:-16:9:8, -31:77:-16:9:8, -30:77:-16:9:8, -29:77:-16:9:8,
  -28:77:-16:9:8, -27:77:-16:9:8, -26:77:-16:9:8, -25:77:-16:9:8, -24:77:-16:9:8,
  -23:77:-16:1, -5:77:-16:1, -2:77:-16:18, -1:77:-16:18, 0:77:-16:18, 1:77:-16:18,
  2:77:-16:18, 7:77:-16:20, -35:77:-15:20, -34:77:-15:9:8, -33:77:-15:9:8, -32:77:-15:9:8,
  -31:77:-15:9:8, -30:77:-15:9:8, -29:77:-15:9:8, -28:77:-15:9:8, -27:77:-15:9:8,
  -26:77:-15:9:8, -25:77:-15:9:8, -24:77:-15:9:8, -23:77:-15:20, -5:77:-15:20, -2:77:-15:18,
  -1:77:-15:18, 0:77:-15:18, 1:77:-15:18, 2:77:-15:18, 7:77:-15:20, -35:77:-14:20,
  -34:77:-14:9:8, -33:77:-14:9:8, -32:77:-14:9:8, -31:77:-14:9:8, -30:77:-14:9:8,
  -29:77:-14:9:8, -28:77:-14:9:8, -27:77:-14:9:8, -26:77:-14:9:8, -25:77:-14:9:8,
  -24:77:-14:9:8, -23:77:-14:20, -5:77:-14:20, -2:77:-14:18, -1:77:-14:18, 0:77:-14:18,
  1:77:-14:18, 2:77:-14:18, 7:77:-14:20, -35:77:-13:20, -34:77:-13:9:8, -33:77:-13:9:8,
  -32:77:-13:9:8, -31:77:-13:9:8, -30:77:-13:9:8, -29:77:-13:9:8, -28:77:-13:9:8,
  -27:77:-13:9:8, -26:77:-13:9:8, -25:77:-13:9:8, -24:77:-13:9:8, -23:77:-13:20, -5:77:-13:20,
  -1:77:-13:18, 0:77:-13:18, 1:77:-13:18, 7:77:-13:20, -34:77:-12:1, -33:77:-12:9:8,
  -32:77:-12:9:8, -31:77:-12:9:8, -30:77:-12:9:8, -29:77:-12:9:8, -28:77:-12:9:8,
  -27:77:-12:9:8, -26:77:-12:9:8, -25:77:-12:9:8, -24:77:-12:1, -4:77:-12:1, 6:77:-12:1,
  -33:77:-11:20, -32:77:-11:20, -31:77:-11:20, -30:77:-11:1, -29:77:-11:107:4, -28:77:-11:1,
  -27:77:-11:20, -26:77:-11:20, -25:77:-11:20, -3:77:-11:20, -2:77:-11:20, -1:77:-11:20,
  0:77:-11:1, 2:77:-11:1, 3:77:-11:20, 4:77:-11:20, 5:77:-11:20, -16:77:-4:44:8, -14:77:-4:44,
  -12:77:-4:44:8, -15:77:-3:44:8, -14:77:-3:44, -13:77:-3:44:8, -16:77:-2:44, -15:77:-2:44,
  -14:77:-2:43, -13:77:-2:44, -12:77:-2:44, -15:77:-1:44:8, -14:77:-1:44, -13:77:-1:44:8,
  -16:77:0:44:8, -14:77:0:44, -12:77:0:44:8, -33:77:7:20, -32:77:7:20, -31:77:7:20,
  -30:77:7:1, -28:77:7:1, -27:77:7:20, -26:77:7:20, -25:77:7:20, -3:77:7:20, -2:77:7:20,
  -1:77:7:20, 0:77:7:1, 2:77:7:1, 3:77:7:20, 4:77:7:20, 5:77:7:20, -34:77:8:1, -24:77:8:1,
  -4:77:8:1, 6:77:8:1, -35:77:9:20, -23:77:9:20, -5:77:9:20, 7:77:9:20, -35:77:10:20,
  -23:77:10:20, -5:77:10:20, 7:77:10:20, -35:77:11:20, -28:77:11:87, -27:77:11:87,
  -26:77:11:87, -23:77:11:20, -5:77:11:20, 7:77:11:20, -35:77:12:20, -28:77:12:87,
  -27:77:12:87, -26:77:12:87, -23:77:12:1, -5:77:12:1, 7:77:12:20, -35:77:13:1, -31:77:13:11:10,
  -28:77:13:87, -27:77:13:87, -26:77:13:87, 3:77:13:121, 4:77:13:121, 7:77:13:1, -35:77:14:20,
  -27:77:14:87, -23:77:14:1, -5:77:14:1, 3:77:14:121, 4:77:14:121, 7:77:14:20, -35:77:15:20,
  -23:77:15:20, -5:77:15:20, 2:77:15:121, 3:77:15:121, 7:77:15:20, -35:77:16:20, -23:77:16:20,
  -5:77:16:20, 7:77:16:20, -35:77:17:20, -23:77:17:20, -5:77:17:20, 7:77:17:20, -34:77:18:1,
  -24:77:18:1, -4:77:18:1, 6:77:18:1, -33:77:19:20, -32:77:19:20, -31:77:19:20, -30:77:19:20,
  -29:77:19:1, -28:77:19:20, -27:77:19:20, -26:77:19:20, -25:77:19:20, -3:77:19:20,
  -2:77:19:20, -1:77:19:20, 0:77:19:20, 1:77:19:1, 2:77:19:20, 3:77:19:20, 4:77:19:20,
  5:77:19:20, -33:78:-23:20, -32:78:-23:20, -31:78:-23:20, -30:78:-23:20, -29:78:-23:1,
  -28:78:-23:20, -27:78:-23:20, -26:78:-23:20, -25:78:-23:20, -3:78:-23:20, -2:78:-23:20,
  -1:78:-23:20, 0:78:-23:20, 1:78:-23:1, 2:78:-23:20, 3:78:-23:20, 4:78:-23:20, 5:78:-23:20,
  -34:78:-22:1, -33:78:-22:9:8, -32:78:-22:9:8, -31:78:-22:9:8, -30:78:-22:9:8, -29:78:-22:9:8,
  -28:78:-22:9:8, -27:78:-22:9:8, -26:78:-22:9:8, -25:78:-22:9:8, -24:78:-22:1, -4:78:-22:1,
  -2:78:-22:18, -1:78:-22:18, 0:78:-22:18, 1:78:-22:18, 2:78:-22:18, 3:78:-22:18,
  6:78:-22:1, -35:78:-21:20, -34:78:-21:9:8, -33:78:-21:9:8, -32:78:-21:9:8, -31:78:-21:9:8,
  -30:78:-21:9:8, -29:78:-21:9:8, -28:78:-21:9:8, -27:78:-21:9:8, -26:78:-21:9:8,
  -25:78:-21:9:8, -24:78:-21:9:8, -23:78:-21:20, -5:78:-21:20, -3:78:-21:18, -2:78:-21:18,
  -1:78:-21:18, 0:78:-21:18, 1:78:-21:18, 2:78:-21:18, 3:78:-21:18, 4:78:-21:18, 7:78:-21:20,
  -35:78:-20:20, -34:78:-20:9:8, -33:78:-20:9:8, -32:78:-20:9:8, -31:78:-20:9:8, -30:78:-20:9:8,
  -29:78:-20:9:8, -28:78:-20:9:8, -27:78:-20:9:8, -26:78:-20:9:8, -25:78:-20:9:8,
  -24:78:-20:9:8, -23:78:-20:20, -5:78:-20:20, -3:78:-20:18, -2:78:-20:18, -1:78:-20:18,
  0:78:-20:18, 1:78:-20:18, 2:78:-20:17:8, 3:78:-20:18, 4:78:-20:18, 5:78:-20:18,
  7:78:-20:20, -35:78:-19:20, -34:78:-19:9:8, -33:78:-19:9:8, -32:78:-19:9:8, -31:78:-19:9:8,
  -30:78:-19:9:8, -29:78:-19:9:8, -28:78:-19:9:8, -27:78:-19:9:8, -26:78:-19:9:8,
  -25:78:-19:9:8, -24:78:-19:9:8, -23:78:-19:20, -5:78:-19:20, -3:78:-19:18, -2:78:-19:18,
  -1:78:-19:18, 0:78:-19:18, 1:78:-19:18, 2:78:-19:18, 3:78:-19:18, 4:78:-19:18, 5:78:-19:18,
  7:78:-19:20, -35:78:-18:20, -34:78:-18:9:8, -33:78:-18:9:8, -32:78:-18:9:8, -31:78:-18:9:8,
  -30:78:-18:9:8, -29:78:-18:9:8, -28:78:-18:9:8, -27:78:-18:9:8, -26:78:-18:9:8,
  -25:78:-18:9:8, -24:78:-18:9:8, -23:78:-18:20, -5:78:-18:20, -4:78:-18:18, -3:78:-18:18,
  -2:78:-18:18, -1:78:-18:18, 0:78:-18:18, 1:78:-18:18, 2:78:-18:17:4, 3:78:-18:18,
  4:78:-18:18, 5:78:-18:18, 7:78:-18:20, -35:78:-17:1, -34:78:-17:9:8, -33:78:-17:9:8,
  -32:78:-17:9:8, -31:78:-17:9:8, -30:78:-17:9:8, -29:78:-17:9:8, -28:78:-17:9:8,
  -27:78:-17:9:8, -26:78:-17:9:8, -25:78:-17:9:8, -24:78:-17:9:8, -23:78:-17:1, -5:78:-17:1,
  -4:78:-17:18, -3:78:-17:18, -2:78:-17:18, -1:78:-17:18, 0:78:-17:17:4, 1:78:-17:17,
  2:78:-17:18, 3:78:-17:18, 4:78:-17:18, 7:78:-17:1, -35:78:-16:20, -34:78:-16:9:8,
  -33:78:-16:9:8, -32:78:-16:9:8, -31:78:-16:9:8, -30:78:-16:9:8, -29:78:-16:9:8,
  -28:78:-16:9:8, -27:78:-16:9:8, -26:78:-16:9:8, -25:78:-16:9:8, -24:78:-16:9:8,
  -23:78:-16:20, -5:78:-16:20, -4:78:-16:18, -3:78:-16:18, -2:78:-16:18, -1:78:-16:18,
  0:78:-16:18, 7:78:-16:20, -35:78:-15:20, -34:78:-15:9:8, -33:78:-15:9:8, -32:78:-15:9:8,
  -31:78:-15:9:8, -30:78:-15:9:8, -29:78:-15:9:8, -28:78:-15:9:8, -27:78:-15:9:8,
  -26:78:-15:9:8, -25:78:-15:9:8, -24:78:-15:9:8, -23:78:-15:20, -5:78:-15:20, -3:78:-15:18,
  -2:78:-15:18, -1:78:-15:18, 0:78:-15:18, 1:78:-15:18, 7:78:-15:20, -35:78:-14:20,
  -34:78:-14:9:8, -33:78:-14:9:8, -32:78:-14:9:8, -31:78:-14:9:8, -30:78:-14:9:8,
  -29:78:-14:9:8, -28:78:-14:9:8, -27:78:-14:9:8, -26:78:-14:9:8, -25:78:-14:9:8,
  -24:78:-14:9:8, -23:78:-14:20, -5:78:-14:20, 0:78:-14:18, 7:78:-14:20, -35:78:-13:20,
  -34:78:-13:9:8, -33:78:-13:9:8, -32:78:-13:9:8, -31:78:-13:9:8, -30:78:-13:9:8,
  -29:78:-13:9:8, -28:78:-13:9:8, -27:78:-13:9:8, -26:78:-13:9:8, -25:78:-13:9:8,
  -24:78:-13:9:8, -23:78:-13:20, -5:78:-13:20, 7:78:-13:20, -34:78:-12:1, -33:78:-12:9:8,
  -32:78:-12:9:8, -31:78:-12:9:8, -30:78:-12:9:8, -29:78:-12:9:8, -28:78:-12:9:8,
  -27:78:-12:9:8, -26:78:-12:9:8, -25:78:-12:9:8, -24:78:-12:1, -4:78:-12:1, 6:78:-12:1,
  -33:78:-11:20, -32:78:-11:20, -31:78:-11:20, -30:78:-11:20, -29:78:-11:1, -28:78:-11:20,
  -27:78:-11:20, -26:78:-11:20, -25:78:-11:20, -3:78:-11:20, -2:78:-11:20, -1:78:-11:20,
  0:78:-11:20, 1:78:-11:1, 2:78:-11:20, 3:78:-11:20, 4:78:-11:20, 5:78:-11:20, -18:78:-6:44:8,
  -10:78:-6:44:8, -17:78:-5:44, -11:78:-5:44, -14:78:-2:44, -17:78:1:44, -11:78:1:44,
  -18:78:2:44:8, -10:78:2:44:8, -33:78:7:20, -32:78:7:20, -31:78:7:20, -30:78:7:20,
  -29:78:7:1, -28:78:7:20, -27:78:7:20, -26:78:7:20, -25:78:7:20, -3:78:7:20, -2:78:7:20,
  -1:78:7:20, 0:78:7:20, 1:78:7:1, 2:78:7:20, 3:78:7:20, 4:78:7:20, 5:78:7:20, -34:78:8:1,
  -24:78:8:1, -4:78:8:1, 6:78:8:1, -35:78:9:20, -23:78:9:20, -5:78:9:20, 7:78:9:20,
  -35:78:10:20, -23:78:10:20, -5:78:10:20, 7:78:10:20, -35:78:11:20, -23:78:11:20,
  -5:78:11:20, 7:78:11:20, -35:78:12:20, -23:78:12:20, -5:78:12:20, 7:78:12:20, -35:78:13:1,
  -31:78:13:11:10, -23:78:13:1, -5:78:13:1, 3:78:13:121, 4:78:13:121, 7:78:13:1, -35:78:14:20,
  -31:78:14:88, -30:78:14:88, -23:78:14:20, -5:78:14:20, 3:78:14:121, 7:78:14:20,
  -35:78:15:20, -31:78:15:88, -30:78:15:88, -29:78:15:88, -23:78:15:20, -5:78:15:20,
  3:78:15:121, 7:78:15:20, -35:78:16:20, -30:78:16:88, -29:78:16:88, -28:78:16:88,
  -23:78:16:20, -5:78:16:20, 7:78:16:20, -35:78:17:20, -29:78:17:88, -28:78:17:88,
  -23:78:17:20, -5:78:17:20, 7:78:17:20, -34:78:18:1, -24:78:18:1, -4:78:18:1, 6:78:18:1,
  -33:78:19:20, -32:78:19:20, -31:78:19:20, -30:78:19:20, -29:78:19:1, -28:78:19:20,
  -27:78:19:20, -26:78:19:20, -25:78:19:20, -3:78:19:20, -2:78:19:20, -1:78:19:20,
  0:78:19:20, 1:78:19:1, 2:78:19:20, 3:78:19:20, 4:78:19:20, 5:78:19:20, -33:79:-23:20,
  -32:79:-23:20, -31:79:-23:20, -30:79:-23:20, -29:79:-23:1, -28:79:-23:20, -27:79:-23:20,
  -26:79:-23:20, -25:79:-23:20, -3:79:-23:20, -2:79:-23:20, -1:79:-23:20, 0:79:-23:20,
  1:79:-23:1, 2:79:-23:20, 3:79:-23:20, 4:79:-23:20, 5:79:-23:20, -34:79:-22:1, -33:79:-22:9:8,
  -32:79:-22:9:8, -31:79:-22:9:8, -30:79:-22:9:8, -29:79:-22:9:8, -28:79:-22:9:8,
  -27:79:-22:9:8, -26:79:-22:9:8, -25:79:-22:9:8, -24:79:-22:1, -4:79:-22:1, 1:79:-22:18,
  2:79:-22:18, 3:79:-22:18, 6:79:-22:1, -35:79:-21:20, -34:79:-21:9:8, -33:79:-21:9:8,
  -32:79:-21:9:8, -31:79:-21:9:8, -30:79:-21:9:8, -29:79:-21:9:8, -28:79:-21:9:8,
  -27:79:-21:9:8, -26:79:-21:9:8, -25:79:-21:9:8, -24:79:-21:9:8, -23:79:-21:20, -5:79:-21:20,
  -1:79:-21:18, 0:79:-21:18, 1:79:-21:18, 2:79:-21:18, 3:79:-21:18, 4:79:-21:18, 7:79:-21:20,
  -35:79:-20:20, -34:79:-20:9:8, -33:79:-20:9:8, -32:79:-20:9:8, -31:79:-20:9:8, -30:79:-20:9:8,
  -29:79:-20:9:8, -28:79:-20:9:8, -27:79:-20:9:8, -26:79:-20:9:8, -25:79:-20:9:8,
  -24:79:-20:9:8, -23:79:-20:20, -5:79:-20:20, -2:79:-20:18, -1:79:-20:18, 0:79:-20:18,
  1:79:-20:18, 2:79:-20:18, 3:79:-20:18, 4:79:-20:18, 7:79:-20:20, -35:79:-19:20,
  -34:79:-19:9:8, -33:79:-19:9:8, -32:79:-19:9:8, -31:79:-19:9:8, -30:79:-19:9:8,
  -29:79:-19:9:8, -28:79:-19:9:8, -27:79:-19:9:8, -26:79:-19:9:8, -25:79:-19:9:8,
  -24:79:-19:9:8, -23:79:-19:20, -5:79:-19:20, -3:79:-19:18, -2:79:-19:18, -1:79:-19:18,
  0:79:-19:18, 1:79:-19:18, 2:79:-19:18, 3:79:-19:17:4, 4:79:-19:18, 7:79:-19:20,
  -35:79:-18:20, -34:79:-18:9:8, -33:79:-18:9:8, -32:79:-18:9:8, -31:79:-18:9:8, -30:79:-18:9:8,
  -29:79:-18:9:8, -28:79:-18:9:8, -27:79:-18:9:8, -26:79:-18:9:8, -25:79:-18:9:8,
  -24:79:-18:9:8, -23:79:-18:20, -5:79:-18:20, -4:79:-18:18, -3:79:-18:18, -2:79:-18:18,
  -1:79:-18:18, 0:79:-18:18, 1:79:-18:18, 2:79:-18:18, 3:79:-18:18, 7:79:-18:20, -35:79:-17:1,
  -34:79:-17:9:8, -33:79:-17:9:8, -32:79:-17:9:8, -31:79:-17:9:8, -30:79:-17:9:8,
  -29:79:-17:9:8, -28:79:-17:9:8, -27:79:-17:9:8, -26:79:-17:9:8, -25:79:-17:9:8,
  -24:79:-17:9:8, -23:79:-17:1, -5:79:-17:1, -4:79:-17:18, -3:79:-17:18, -2:79:-17:18,
  -1:79:-17:18, 0:79:-17:18, 1:79:-17:17, 2:79:-17:18, 7:79:-17:1, -35:79:-16:20,
  -34:79:-16:9:8, -33:79:-16:9:8, -32:79:-16:9:8, -31:79:-16:9:8, -30:79:-16:9:8,
  -29:79:-16:9:8, -28:79:-16:9:8, -27:79:-16:9:8, -26:79:-16:9:8, -25:79:-16:9:8,
  -24:79:-16:9:8, -23:79:-16:20, -5:79:-16:20, -4:79:-16:18, -3:79:-16:18, -2:79:-16:18,
  -1:79:-16:18, 0:79:-16:18, 1:79:-16:18, 2:79:-16:17:4, 3:79:-16:18, 7:79:-16:20,
  -35:79:-15:20, -34:79:-15:9:8, -33:79:-15:9:8, -32:79:-15:9:8, -31:79:-15:9:8, -30:79:-15:9:8,
  -29:79:-15:9:8, -28:79:-15:9:8, -27:79:-15:9:8, -26:79:-15:9:8, -25:79:-15:9:8,
  -24:79:-15:9:8, -23:79:-15:20, -5:79:-15:20, -3:79:-15:18, -2:79:-15:18, -1:79:-15:18,
  0:79:-15:18, 1:79:-15:18, 2:79:-15:18, 7:79:-15:20, -35:79:-14:20, -34:79:-14:9:8,
  -33:79:-14:9:8, -32:79:-14:9:8, -31:79:-14:9:8, -30:79:-14:9:8, -29:79:-14:9:8,
  -28:79:-14:9:8, -27:79:-14:9:8, -26:79:-14:9:8, -25:79:-14:9:8, -24:79:-14:9:8,
  -23:79:-14:20, -5:79:-14:20, 7:79:-14:20, -35:79:-13:20, -34:79:-13:9:8, -33:79:-13:9:8,
  -32:79:-13:9:8, -31:79:-13:9:8, -30:79:-13:9:8, -29:79:-13:9:8, -28:79:-13:9:8,
  -27:79:-13:9:8, -26:79:-13:9:8, -25:79:-13:9:8, -24:79:-13:9:8, -23:79:-13:20, -5:79:-13:20,
  7:79:-13:20, -34:79:-12:1, -33:79:-12:9:8, -32:79:-12:9:8, -31:79:-12:9:8, -30:79:-12:9:8,
  -29:79:-12:9:8, -28:79:-12:9:8, -27:79:-12:9:8, -26:79:-12:9:8, -25:79:-12:9:8,
  -24:79:-12:1, -4:79:-12:1, 6:79:-12:1, -33:79:-11:20, -32:79:-11:20, -31:79:-11:20,
  -30:79:-11:20, -29:79:-11:1, -28:79:-11:20, -27:79:-11:20, -26:79:-11:20, -25:79:-11:20,
  -3:79:-11:20, -2:79:-11:20, -1:79:-11:20, 0:79:-11:20, 1:79:-11:1, 2:79:-11:20,
  3:79:-11:20, 4:79:-11:20, 5:79:-11:20, -20:79:-8:44:8, -8:79:-8:44:8, -19:79:-7:44,
  -9:79:-7:44, -19:79:3:44, -9:79:3:44, -20:79:4:44:8, -8:79:4:44:8, -33:79:7:20,
  -32:79:7:20, -31:79:7:20, -30:79:7:20, -29:79:7:1, -28:79:7:20, -27:79:7:20, -26:79:7:20,
  -25:79:7:20, -3:79:7:20, -2:79:7:20, -1:79:7:20, 0:79:7:20, 1:79:7:1, 2:79:7:20,
  3:79:7:20, 4:79:7:20, 5:79:7:20, -34:79:8:1, -24:79:8:1, -4:79:8:1, 6:79:8:1, -35:79:9:20,
  -23:79:9:20, -5:79:9:20, 7:79:9:20, -35:79:10:20, -23:79:10:20, -5:79:10:20, 7:79:10:20,
  -35:79:11:20, -23:79:11:20, -5:79:11:20, 7:79:11:20, -35:79:12:20, -23:79:12:20,
  -5:79:12:20, 7:79:12:20, -35:79:13:1, -32:79:13:87, -31:79:13:11:2, -30:79:13:87,
  -23:79:13:1, -5:79:13:1, 3:79:13:121, 7:79:13:1, -35:79:14:20, -32:79:14:87, -31:79:14:11,
  -30:79:14:87, -29:79:14:87, -23:79:14:20, -5:79:14:20, 3:79:14:121, 7:79:14:20,
  -35:79:15:20, -32:79:15:87, -31:79:15:87, -30:79:15:87, -29:79:15:87, -23:79:15:20,
  -5:79:15:20, 7:79:15:20, -35:79:16:20, -31:79:16:87, -30:79:16:87, -29:79:16:87,
  -23:79:16:20, -5:79:16:20, 7:79:16:20, -35:79:17:20, -23:79:17:20, -5:79:17:20,
  7:79:17:20, -34:79:18:1, -24:79:18:1, -4:79:18:1, 6:79:18:1, -33:79:19:20, -32:79:19:20,
  -31:79:19:20, -30:79:19:20, -29:79:19:1, -28:79:19:20, -27:79:19:20, -26:79:19:20,
